Service,Port,Protocol,Description
unknown,20415,unknown,Unassigned
unknown,20416,unknown,Unassigned
unknown,20417,unknown,Unassigned
unknown,20418,unknown,Unassigned
unknown,20419,unknown,Unassigned
unknown,20420,unknown,Unassigned
unknown,20421,unknown,Unassigned
unknown,20422,unknown,Unassigned
unknown,20423,unknown,Unassigned
unknown,20424,unknown,Unassigned
unknown,20425,unknown,Unassigned
unknown,20426,unknown,Unassigned
unknown,20427,unknown,Unassigned
unknown,20428,unknown,Unassigned
unknown,20429,unknown,Unassigned
unknown,20430,unknown,Unassigned
unknown,20431,unknown,Unassigned
unknown,20432,unknown,Unassigned
unknown,20433,unknown,Unassigned
unknown,20434,unknown,Unassigned
unknown,20435,unknown,Unassigned
unknown,20436,unknown,Unassigned
unknown,20437,unknown,Unassigned
unknown,20438,unknown,Unassigned
unknown,20439,unknown,Unassigned
unknown,20440,unknown,Unassigned
unknown,20441,unknown,Unassigned
unknown,20442,unknown,Unassigned
unknown,20443,unknown,Unassigned
unknown,20444,unknown,Unassigned
unknown,20445,unknown,Unassigned
unknown,20446,unknown,Unassigned
unknown,20447,unknown,Unassigned
unknown,20448,unknown,Unassigned
unknown,20449,unknown,Unassigned
unknown,20450,unknown,Unassigned
unknown,20451,unknown,Unassigned
unknown,20452,unknown,Unassigned
unknown,20453,unknown,Unassigned
unknown,20454,unknown,Unassigned
unknown,20455,unknown,Unassigned
unknown,20456,unknown,Unassigned
unknown,20457,unknown,Unassigned
unknown,20458,unknown,Unassigned
unknown,20459,unknown,Unassigned
unknown,20460,unknown,Unassigned
unknown,20461,unknown,Unassigned
unknown,20462,unknown,Unassigned
unknown,20463,unknown,Unassigned
unknown,20464,unknown,Unassigned
unknown,20465,unknown,Unassigned
unknown,20466,unknown,Unassigned
unknown,20467,unknown,Unassigned
unknown,20468,unknown,Unassigned
unknown,20469,unknown,Unassigned
unknown,20470,unknown,Unassigned
unknown,20471,unknown,Unassigned
unknown,20472,unknown,Unassigned
unknown,20473,unknown,Unassigned
unknown,20474,unknown,Unassigned
unknown,20475,unknown,Unassigned
unknown,20476,unknown,Unassigned
unknown,20477,unknown,Unassigned
unknown,20478,unknown,Unassigned
unknown,20479,unknown,Unassigned
emwavemsg,20480,tcp,emWave Message Service
emwavemsg,20480,udp,emWave Message Service
unknown,20481,unknown,Unassigned
unknown,20482,unknown,Unassigned
unknown,20483,unknown,Unassigned
unknown,20484,unknown,Unassigned
unknown,20485,unknown,Unassigned
unknown,20486,unknown,Unassigned
unknown,20487,unknown,Unassigned
unknown,20488,unknown,Unassigned
unknown,20489,unknown,Unassigned
unknown,20490,unknown,Unassigned
unknown,20491,unknown,Unassigned
unknown,20492,unknown,Unassigned
unknown,20493,unknown,Unassigned
unknown,20494,unknown,Unassigned
unknown,20495,unknown,Unassigned
unknown,20496,unknown,Unassigned
unknown,20497,unknown,Unassigned
unknown,20498,unknown,Unassigned
unknown,20499,unknown,Unassigned
unknown,20500,unknown,Unassigned
unknown,20501,unknown,Unassigned
unknown,20502,unknown,Unassigned
unknown,20503,unknown,Unassigned
unknown,20504,unknown,Unassigned
unknown,20505,unknown,Unassigned
unknown,20506,unknown,Unassigned
unknown,20507,unknown,Unassigned
unknown,20508,unknown,Unassigned
unknown,20509,unknown,Unassigned
unknown,20510,unknown,Unassigned
unknown,20511,unknown,Unassigned
unknown,20512,unknown,Unassigned
unknown,20513,unknown,Unassigned
unknown,20514,unknown,Unassigned
unknown,20515,unknown,Unassigned
unknown,20516,unknown,Unassigned
unknown,20517,unknown,Unassigned
unknown,20518,unknown,Unassigned
unknown,20519,unknown,Unassigned
unknown,20520,unknown,Unassigned
unknown,20521,unknown,Unassigned
unknown,20522,unknown,Unassigned
unknown,20523,unknown,Unassigned
unknown,20524,unknown,Unassigned
unknown,20525,unknown,Unassigned
unknown,20526,unknown,Unassigned
unknown,20527,unknown,Unassigned
unknown,20528,unknown,Unassigned
unknown,20529,unknown,Unassigned
unknown,20530,unknown,Unassigned
unknown,20531,unknown,Unassigned
unknown,20532,unknown,Unassigned
unknown,20533,unknown,Unassigned
unknown,20534,unknown,Unassigned
unknown,20535,unknown,Unassigned
unknown,20536,unknown,Unassigned
unknown,20537,unknown,Unassigned
unknown,20538,unknown,Unassigned
unknown,20539,unknown,Unassigned
unknown,20540,unknown,Unassigned
unknown,20541,unknown,Unassigned
unknown,20542,unknown,Unassigned
unknown,20543,unknown,Unassigned
unknown,20544,unknown,Unassigned
unknown,20545,unknown,Unassigned
unknown,20546,unknown,Unassigned
unknown,20547,unknown,Unassigned
unknown,20548,unknown,Unassigned
unknown,20549,unknown,Unassigned
unknown,20550,unknown,Unassigned
unknown,20551,unknown,Unassigned
unknown,20552,unknown,Unassigned
unknown,20553,unknown,Unassigned
unknown,20554,unknown,Unassigned
unknown,20555,unknown,Unassigned
unknown,20556,unknown,Unassigned
unknown,20557,unknown,Unassigned
unknown,20558,unknown,Unassigned
unknown,20559,unknown,Unassigned
unknown,20560,unknown,Unassigned
unknown,20561,unknown,Unassigned
unknown,20562,unknown,Unassigned
unknown,20563,unknown,Unassigned
unknown,20564,unknown,Unassigned
unknown,20565,unknown,Unassigned
unknown,20566,unknown,Unassigned
unknown,20567,unknown,Unassigned
unknown,20568,unknown,Unassigned
unknown,20569,unknown,Unassigned
unknown,20570,unknown,Unassigned
unknown,20571,unknown,Unassigned
unknown,20572,unknown,Unassigned
unknown,20573,unknown,Unassigned
unknown,20574,unknown,Unassigned
unknown,20575,unknown,Unassigned
unknown,20576,unknown,Unassigned
unknown,20577,unknown,Unassigned
unknown,20578,unknown,Unassigned
unknown,20579,unknown,Unassigned
unknown,20580,unknown,Unassigned
unknown,20581,unknown,Unassigned
unknown,20582,unknown,Unassigned
unknown,20583,unknown,Unassigned
unknown,20584,unknown,Unassigned
unknown,20585,unknown,Unassigned
unknown,20586,unknown,Unassigned
unknown,20587,unknown,Unassigned
unknown,20588,unknown,Unassigned
unknown,20589,unknown,Unassigned
unknown,20590,unknown,Unassigned
unknown,20591,unknown,Unassigned
unknown,20592,unknown,Unassigned
unknown,20593,unknown,Unassigned
unknown,20594,unknown,Unassigned
unknown,20595,unknown,Unassigned
unknown,20596,unknown,Unassigned
unknown,20597,unknown,Unassigned
unknown,20598,unknown,Unassigned
unknown,20599,unknown,Unassigned
unknown,20600,unknown,Unassigned
unknown,20601,unknown,Unassigned
unknown,20602,unknown,Unassigned
unknown,20603,unknown,Unassigned
unknown,20604,unknown,Unassigned
unknown,20605,unknown,Unassigned
unknown,20606,unknown,Unassigned
unknown,20607,unknown,Unassigned
unknown,20608,unknown,Unassigned
unknown,20609,unknown,Unassigned
unknown,20610,unknown,Unassigned
unknown,20611,unknown,Unassigned
unknown,20612,unknown,Unassigned
unknown,20613,unknown,Unassigned
unknown,20614,unknown,Unassigned
unknown,20615,unknown,Unassigned
unknown,20616,unknown,Unassigned
unknown,20617,unknown,Unassigned
unknown,20618,unknown,Unassigned
unknown,20619,unknown,Unassigned
unknown,20620,unknown,Unassigned
unknown,20621,unknown,Unassigned
unknown,20622,unknown,Unassigned
unknown,20623,unknown,Unassigned
unknown,20624,unknown,Unassigned
unknown,20625,unknown,Unassigned
unknown,20626,unknown,Unassigned
unknown,20627,unknown,Unassigned
unknown,20628,unknown,Unassigned
unknown,20629,unknown,Unassigned
unknown,20630,unknown,Unassigned
unknown,20631,unknown,Unassigned
unknown,20632,unknown,Unassigned
unknown,20633,unknown,Unassigned
unknown,20634,unknown,Unassigned
unknown,20635,unknown,Unassigned
unknown,20636,unknown,Unassigned
unknown,20637,unknown,Unassigned
unknown,20638,unknown,Unassigned
unknown,20639,unknown,Unassigned
unknown,20640,unknown,Unassigned
unknown,20641,unknown,Unassigned
unknown,20642,unknown,Unassigned
unknown,20643,unknown,Unassigned
unknown,20644,unknown,Unassigned
unknown,20645,unknown,Unassigned
unknown,20646,unknown,Unassigned
unknown,20647,unknown,Unassigned
unknown,20648,unknown,Unassigned
unknown,20649,unknown,Unassigned
unknown,20650,unknown,Unassigned
unknown,20651,unknown,Unassigned
unknown,20652,unknown,Unassigned
unknown,20653,unknown,Unassigned
unknown,20654,unknown,Unassigned
unknown,20655,unknown,Unassigned
unknown,20656,unknown,Unassigned
unknown,20657,unknown,Unassigned
unknown,20658,unknown,Unassigned
unknown,20659,unknown,Unassigned
unknown,20660,unknown,Unassigned
unknown,20661,unknown,Unassigned
unknown,20662,unknown,Unassigned
unknown,20663,unknown,Unassigned
unknown,20664,unknown,Unassigned
unknown,20665,unknown,Unassigned
unknown,20666,unknown,Unassigned
unknown,20667,unknown,Unassigned
unknown,20668,unknown,Unassigned
unknown,20669,unknown,Unassigned
track,20670,tcp,Track
track,20670,udp,Track
unknown,20671,unknown,Unassigned
unknown,20672,unknown,Unassigned
unknown,20673,unknown,Unassigned
unknown,20674,unknown,Unassigned
unknown,20675,unknown,Unassigned
unknown,20676,unknown,Unassigned
unknown,20677,unknown,Unassigned
unknown,20678,unknown,Unassigned
unknown,20679,unknown,Unassigned
unknown,20680,unknown,Unassigned
unknown,20681,unknown,Unassigned
unknown,20682,unknown,Unassigned
unknown,20683,unknown,Unassigned
unknown,20684,unknown,Unassigned
unknown,20685,unknown,Unassigned
unknown,20686,unknown,Unassigned
unknown,20687,unknown,Unassigned
unknown,20688,unknown,Unassigned
unknown,20689,unknown,Unassigned
unknown,20690,unknown,Unassigned
unknown,20691,unknown,Unassigned
unknown,20692,unknown,Unassigned
unknown,20693,unknown,Unassigned
unknown,20694,unknown,Unassigned
unknown,20695,unknown,Unassigned
unknown,20696,unknown,Unassigned
unknown,20697,unknown,Unassigned
unknown,20698,unknown,Unassigned
unknown,20699,unknown,Unassigned
unknown,20700,unknown,Unassigned
unknown,20701,unknown,Unassigned
unknown,20702,unknown,Unassigned
unknown,20703,unknown,Unassigned
unknown,20704,unknown,Unassigned
unknown,20705,unknown,Unassigned
unknown,20706,unknown,Unassigned
unknown,20707,unknown,Unassigned
unknown,20708,unknown,Unassigned
unknown,20709,unknown,Unassigned
unknown,20710,unknown,Unassigned
unknown,20711,unknown,Unassigned
unknown,20712,unknown,Unassigned
unknown,20713,unknown,Unassigned
unknown,20714,unknown,Unassigned
unknown,20715,unknown,Unassigned
unknown,20716,unknown,Unassigned
unknown,20717,unknown,Unassigned
unknown,20718,unknown,Unassigned
unknown,20719,unknown,Unassigned
unknown,20720,unknown,Unassigned
unknown,20721,unknown,Unassigned
unknown,20722,unknown,Unassigned
unknown,20723,unknown,Unassigned
unknown,20724,unknown,Unassigned
unknown,20725,unknown,Unassigned
unknown,20726,unknown,Unassigned
unknown,20727,unknown,Unassigned
unknown,20728,unknown,Unassigned
unknown,20729,unknown,Unassigned
unknown,20730,unknown,Unassigned
unknown,20731,unknown,Unassigned
unknown,20732,unknown,Unassigned
unknown,20733,unknown,Unassigned
unknown,20734,unknown,Unassigned
unknown,20735,unknown,Unassigned
unknown,20736,unknown,Unassigned
unknown,20737,unknown,Unassigned
unknown,20738,unknown,Unassigned
unknown,20739,unknown,Unassigned
unknown,20740,unknown,Unassigned
unknown,20741,unknown,Unassigned
unknown,20742,unknown,Unassigned
unknown,20743,unknown,Unassigned
unknown,20744,unknown,Unassigned
unknown,20745,unknown,Unassigned
unknown,20746,unknown,Unassigned
unknown,20747,unknown,Unassigned
unknown,20748,unknown,Unassigned
unknown,20749,unknown,Unassigned
unknown,20750,unknown,Unassigned
unknown,20751,unknown,Unassigned
unknown,20752,unknown,Unassigned
unknown,20753,unknown,Unassigned
unknown,20754,unknown,Unassigned
unknown,20755,unknown,Unassigned
unknown,20756,unknown,Unassigned
unknown,20757,unknown,Unassigned
unknown,20758,unknown,Unassigned
unknown,20759,unknown,Unassigned
unknown,20760,unknown,Unassigned
unknown,20761,unknown,Unassigned
unknown,20762,unknown,Unassigned
unknown,20763,unknown,Unassigned
unknown,20764,unknown,Unassigned
unknown,20765,unknown,Unassigned
unknown,20766,unknown,Unassigned
unknown,20767,unknown,Unassigned
unknown,20768,unknown,Unassigned
unknown,20769,unknown,Unassigned
unknown,20770,unknown,Unassigned
unknown,20771,unknown,Unassigned
unknown,20772,unknown,Unassigned
unknown,20773,unknown,Unassigned
unknown,20774,unknown,Unassigned
unknown,20775,unknown,Unassigned
unknown,20776,unknown,Unassigned
unknown,20777,unknown,Unassigned
unknown,20778,unknown,Unassigned
unknown,20779,unknown,Unassigned
unknown,20780,unknown,Unassigned
unknown,20781,unknown,Unassigned
unknown,20782,unknown,Unassigned
unknown,20783,unknown,Unassigned
unknown,20784,unknown,Unassigned
unknown,20785,unknown,Unassigned
unknown,20786,unknown,Unassigned
unknown,20787,unknown,Unassigned
unknown,20788,unknown,Unassigned
unknown,20789,unknown,Unassigned
unknown,20790,unknown,Unassigned
unknown,20791,unknown,Unassigned
unknown,20792,unknown,Unassigned
unknown,20793,unknown,Unassigned
unknown,20794,unknown,Unassigned
unknown,20795,unknown,Unassigned
unknown,20796,unknown,Unassigned
unknown,20797,unknown,Unassigned
unknown,20798,unknown,Unassigned
unknown,20799,unknown,Unassigned
unknown,20800,unknown,Unassigned
unknown,20801,unknown,Unassigned
unknown,20802,unknown,Unassigned
unknown,20803,unknown,Unassigned
unknown,20804,unknown,Unassigned
unknown,20805,unknown,Unassigned
unknown,20806,unknown,Unassigned
unknown,20807,unknown,Unassigned
unknown,20808,unknown,Unassigned
unknown,20809,unknown,Unassigned
unknown,20810,unknown,Unassigned
unknown,20811,unknown,Unassigned
unknown,20812,unknown,Unassigned
unknown,20813,unknown,Unassigned
unknown,20814,unknown,Unassigned
unknown,20815,unknown,Unassigned
unknown,20816,unknown,Unassigned
unknown,20817,unknown,Unassigned
unknown,20818,unknown,Unassigned
unknown,20819,unknown,Unassigned
unknown,20820,unknown,Unassigned
unknown,20821,unknown,Unassigned
unknown,20822,unknown,Unassigned
unknown,20823,unknown,Unassigned
unknown,20824,unknown,Unassigned
unknown,20825,unknown,Unassigned
unknown,20826,unknown,Unassigned
unknown,20827,unknown,Unassigned
unknown,20828,unknown,Unassigned
unknown,20829,unknown,Unassigned
unknown,20830,unknown,Unassigned
unknown,20831,unknown,Unassigned
unknown,20832,unknown,Unassigned
unknown,20833,unknown,Unassigned
unknown,20834,unknown,Unassigned
unknown,20835,unknown,Unassigned
unknown,20836,unknown,Unassigned
unknown,20837,unknown,Unassigned
unknown,20838,unknown,Unassigned
unknown,20839,unknown,Unassigned
unknown,20840,unknown,Unassigned
unknown,20841,unknown,Unassigned
unknown,20842,unknown,Unassigned
unknown,20843,unknown,Unassigned
unknown,20844,unknown,Unassigned
unknown,20845,unknown,Unassigned
unknown,20846,unknown,Unassigned
unknown,20847,unknown,Unassigned
unknown,20848,unknown,Unassigned
unknown,20849,unknown,Unassigned
unknown,20850,unknown,Unassigned
unknown,20851,unknown,Unassigned
unknown,20852,unknown,Unassigned
unknown,20853,unknown,Unassigned
unknown,20854,unknown,Unassigned
unknown,20855,unknown,Unassigned
unknown,20856,unknown,Unassigned
unknown,20857,unknown,Unassigned
unknown,20858,unknown,Unassigned
unknown,20859,unknown,Unassigned
unknown,20860,unknown,Unassigned
unknown,20861,unknown,Unassigned
unknown,20862,unknown,Unassigned
unknown,20863,unknown,Unassigned
unknown,20864,unknown,Unassigned
unknown,20865,unknown,Unassigned
unknown,20866,unknown,Unassigned
unknown,20867,unknown,Unassigned
unknown,20868,unknown,Unassigned
unknown,20869,unknown,Unassigned
unknown,20870,unknown,Unassigned
unknown,20871,unknown,Unassigned
unknown,20872,unknown,Unassigned
unknown,20873,unknown,Unassigned
unknown,20874,unknown,Unassigned
unknown,20875,unknown,Unassigned
unknown,20876,unknown,Unassigned
unknown,20877,unknown,Unassigned
unknown,20878,unknown,Unassigned
unknown,20879,unknown,Unassigned
unknown,20880,unknown,Unassigned
unknown,20881,unknown,Unassigned
unknown,20882,unknown,Unassigned
unknown,20883,unknown,Unassigned
unknown,20884,unknown,Unassigned
unknown,20885,unknown,Unassigned
unknown,20886,unknown,Unassigned
unknown,20887,unknown,Unassigned
unknown,20888,unknown,Unassigned
unknown,20889,unknown,Unassigned
unknown,20890,unknown,Unassigned
unknown,20891,unknown,Unassigned
unknown,20892,unknown,Unassigned
unknown,20893,unknown,Unassigned
unknown,20894,unknown,Unassigned
unknown,20895,unknown,Unassigned
unknown,20896,unknown,Unassigned
unknown,20897,unknown,Unassigned
unknown,20898,unknown,Unassigned
unknown,20899,unknown,Unassigned
unknown,20900,unknown,Unassigned
unknown,20901,unknown,Unassigned
unknown,20902,unknown,Unassigned
unknown,20903,unknown,Unassigned
unknown,20904,unknown,Unassigned
unknown,20905,unknown,Unassigned
unknown,20906,unknown,Unassigned
unknown,20907,unknown,Unassigned
unknown,20908,unknown,Unassigned
unknown,20909,unknown,Unassigned
unknown,20910,unknown,Unassigned
unknown,20911,unknown,Unassigned
unknown,20912,unknown,Unassigned
unknown,20913,unknown,Unassigned
unknown,20914,unknown,Unassigned
unknown,20915,unknown,Unassigned
unknown,20916,unknown,Unassigned
unknown,20917,unknown,Unassigned
unknown,20918,unknown,Unassigned
unknown,20919,unknown,Unassigned
unknown,20920,unknown,Unassigned
unknown,20921,unknown,Unassigned
unknown,20922,unknown,Unassigned
unknown,20923,unknown,Unassigned
unknown,20924,unknown,Unassigned
unknown,20925,unknown,Unassigned
unknown,20926,unknown,Unassigned
unknown,20927,unknown,Unassigned
unknown,20928,unknown,Unassigned
unknown,20929,unknown,Unassigned
unknown,20930,unknown,Unassigned
unknown,20931,unknown,Unassigned
unknown,20932,unknown,Unassigned
unknown,20933,unknown,Unassigned
unknown,20934,unknown,Unassigned
unknown,20935,unknown,Unassigned
unknown,20936,unknown,Unassigned
unknown,20937,unknown,Unassigned
unknown,20938,unknown,Unassigned
unknown,20939,unknown,Unassigned
unknown,20940,unknown,Unassigned
unknown,20941,unknown,Unassigned
unknown,20942,unknown,Unassigned
unknown,20943,unknown,Unassigned
unknown,20944,unknown,Unassigned
unknown,20945,unknown,Unassigned
unknown,20946,unknown,Unassigned
unknown,20947,unknown,Unassigned
unknown,20948,unknown,Unassigned
unknown,20949,unknown,Unassigned
unknown,20950,unknown,Unassigned
unknown,20951,unknown,Unassigned
unknown,20952,unknown,Unassigned
unknown,20953,unknown,Unassigned
unknown,20954,unknown,Unassigned
unknown,20955,unknown,Unassigned
unknown,20956,unknown,Unassigned
unknown,20957,unknown,Unassigned
unknown,20958,unknown,Unassigned
